codprov,province,popsharewomen_agegroup1_1970,popsharewomen_agegroup2_1970,popsharemen_agegroup1_1970,popsharemen_agegroup2_1970,popsharewomen_agegroup1_1960,popsharewomen_agegroup2_1960,popsharemen_agegroup1_1960,popsharemen_agegroup2_1960,source_page_viii,raw_chunk_viii,parsed_token_count_viii,active_total_1950,agri_total_1950,mining_total_1950,manufacturing_total_1950,construction_total_1950,utilities_total_1950,commerce_total_1950,transport_total_1950,services_total_1950,unspecified_total_1950,sector_sum_viii,sector_gap_viii,sector_gap_share_viii,usable_viii,source_page_viii_cap,raw_chunk_viii_cap,parsed_token_count_viii_cap,active_total_1950_cap,agri_total_1950_cap,mining_total_1950_cap,manufacturing_total_1950_cap,construction_total_1950_cap,utilities_total_1950_cap,commerce_total_1950_cap,transport_total_1950_cap,services_total_1950_cap,unspecified_total_1950_cap,sector_sum_viii_cap,sector_gap_viii_cap,sector_gap_share_viii_cap,usable_viii_cap,agri_share_1950,mining_share_1950,manufacturing_share_1950,construction_share_1950,utilities_share_1950,commerce_share_1950,transport_share_1950,services_share_1950,unspecified_share_1950,industrial_core_share_1950,oil_sensitive_share_1950,manuf_trade_share_1950,nonag_share_1950,agri_share_1950_cap,mining_share_1950_cap,manufacturing_share_1950_cap,construction_share_1950_cap,utilities_share_1950_cap,commerce_share_1950_cap,transport_share_1950_cap,services_share_1950_cap,unspecified_share_1950_cap,industrial_core_share_1950_cap,oil_sensitive_share_1950_cap,manuf_trade_share_1950_cap,nonag_share_1950_cap,active_total_1950_rest,agri_total_1950_rest,mining_total_1950_rest,manufacturing_total_1950_rest,construction_total_1950_rest,utilities_total_1950_rest,commerce_total_1950_rest,transport_total_1950_rest,services_total_1950_rest,unspecified_total_1950_rest,sector_sum_viii_rest,sector_gap_viii_rest,sector_gap_share_viii_rest,usable_viii_rest_strict,usable_viii_rest_soft,usable_viii_rest,agri_share_1950_rest,mining_share_1950_rest,manufacturing_share_1950_rest,construction_share_1950_rest,utilities_share_1950_rest,commerce_share_1950_rest,transport_share_1950_rest,services_share_1950_rest,unspecified_share_1950_rest,industrial_core_share_1950_rest,oil_sensitive_share_1950_rest,manuf_trade_share_1950_rest,nonag_share_1950_rest,female_young_share_1960,female_young_share_1970,male_young_share_1960,male_young_share_1970,proxy_usable_pre73,proxy_usable_pre73_cap,proxy_usable_pre73_rest
37.0,salamanca,0.077411376,0.17701198,0.08189316,0.18852928,0.09235701,0.18316896,0.10074052,0.18853194,32.0,141.905 82.236 971 16.799 7.350 421 7 .237 4.024 20 .938 1.929 Var0nes 126.808 80.754 961 14.020 7.309 421 6 .448 3.871 11.198 1.826,10,141905.0,82236.0,971.0,16799.0,7350.0,421.0,7237.0,4024.0,20938.0,1929.0,141905.0,0.0,0.0,1,32.0,28.215 1.433 158 5.280 3.445 158 3.984 2 .225 10.640 892 Var0nes 21.423 1.391 148 4.381 3.414 158 3.493 2 .141 5.468 329,10,28215.0,1433.0,158.0,5280.0,3445.0,158.0,3984.0,2225.0,10640.0,892.0,28215.0,0.0,0.0,1,0.5795144639019062,0.006842605968781931,0.11838201613755682,0.05179521510869948,0.0029667735456819703,0.05099890771995349,0.028356999401007717,0.1475494168633945,0.013593601353017864,0.1701772312462563,0.20150100419294598,0.1693809238575103,0.4204855360980938,0.0507885876306929,0.0055998582314371785,0.1871345029239766,0.12209817472975368,0.0055998582314371785,0.14120148856990963,0.07885876306928938,0.3771043771043771,0.03161438950912635,0.3092326776537303,0.39369129895445687,0.3283359914938862,0.9492114123693071,113690.0,80803.0,813.0,11519.0,3905.0,263.0,3253.0,1799.0,10298.0,1037.0,113690.0,0.0,0.0,1.0,0.0,1.0,0.7107309349986807,0.00715102471633389,0.10131937725393614,0.03434778784413757,0.002313308118568036,0.028612894713695138,0.015823731198874133,0.09057964640689595,0.009121294748878529,0.13566716509807372,0.15380420441551587,0.12993227196763127,0.2892690650013193,0.275526,0.25442335,0.28927246,0.27042246,1,1,1.0
38.0,santa cruz de tenerife,0.10834189,0.19817571,0.11799008,0.20977412,0.092927404,0.17680596,0.10474079,0.19478172,32.0,141.139 80 .618 122 13.400 11.970 341 9.377 7.468 17.149 694 Var0nes 123.452 75.555 122 10.942 11.920 311 8.005 7 .286 8.637 674,10,141139.0,80618.0,122.0,13400.0,11970.0,341.0,9377.0,7468.0,17149.0,694.0,141139.0,0.0,0.0,1,32.0,37.449 5.307 - 7.365 5 .680 228 4 .945 4 .607 8.793 524 Var0nes 29.975 4.907 - 5.431 5 .649 197 4.240 4 .502 4.546 503,10,37449.0,5307.0,0.0,7365.0,5680.0,228.0,4945.0,4607.0,8793.0,524.0,37449.0,0.0,0.0,1,0.5711957715443641,0.0008643960917960309,0.09494186582021978,0.08481000999015155,0.002416057928708578,0.06643805043255231,0.05291237716010458,0.12150433260827978,0.004917138423823323,0.17975187581037133,0.2350803108991845,0.1613799162527721,0.4288042284556359,0.14171272931186413,0.0,0.19666746775614835,0.1516729418676066,0.0060882800608828,0.13204624956607652,0.123020641405645,0.23479932708483536,0.013992362946941173,0.34834040962375495,0.47744933109028276,0.3287137173222249,0.8582872706881359,103690.0,75311.0,122.0,6035.0,6290.0,113.0,4432.0,2861.0,8356.0,170.0,103690.0,0.0,0.0,1.0,0.0,1.0,0.7263091908573633,0.001176584048606423,0.058202333879834124,0.06066158742405246,0.0010897868646928344,0.0427427910116694,0.027591860352975214,0.08058636319799402,0.0016395023628122288,0.11886392130388658,0.14754556852155462,0.10094512489150352,0.27369080914263666,0.26973337,0.3065176,0.29952252,0.3277642,1,1,1.0
39.0,cantabria,0.08234887,0.17415608,0.09115383,0.18998708,0.092927404,0.17680596,0.10474079,0.19478172,33.0,152 .408 61.118 3.997 36 .630 9.701 1.098 10.031 7.089 21 .348 1.396 Var0nes 131 .687 54.927 3.936 33 .651 9.640 1.088 8.410 6.813 11.939 1.283,10,152408.0,61118.0,3997.0,36630.0,9701.0,1098.0,10031.0,7089.0,21348.0,1396.0,152408.0,0.0,0.0,1,33.0,"38.426 1.861 60 9.553 4.657 503 5.286 3.673 12.179 654 Var0nes 30.178 1.831 60 8 .118 4 .617 503 4.376 3.481 6.578 , 614",10,38426.0,1861.0,60.0,9553.0,4657.0,503.0,5286.0,3673.0,12179.0,654.0,38426.0,0.0,0.0,1,0.40101569471418824,0.02622565744580337,0.24034171434570364,0.06365151435620177,0.007204346228544434,0.06581675502598289,0.046513306388116106,0.14007138732874916,0.00915962416671041,0.3039932287019054,0.35771088131856593,0.3061584693716865,0.5989843052858117,0.048430750013012024,0.001561442773122365,0.2486077135272992,0.12119398324051424,0.013090095248009161,0.13756310831208035,0.09558632176130745,0.3169468588976214,0.01701972622703378,0.36980169676781344,0.47847811377713007,0.38617082183937956,0.951569249986988,113982.0,59257.0,3937.0,27077.0,5044.0,595.0,4745.0,3416.0,9169.0,742.0,113982.0,0.0,0.0,1.0,0.0,1.0,0.5198803319822428,0.03454054148900704,0.23755505255215736,0.044252601287922654,0.005220122475478584,0.04162938007755611,0.02996964432980646,0.08044252601287923,0.006509799792949764,0.28180765384008,0.31699742064536507,0.2791844326297135,0.4801196680177572,0.26973337,0.25650495,0.29952252,0.28114092,1,1,1.0
40.0,segovia,0.08063124,0.19436568,0.08447852,0.19712067,0.09482362,0.18569924,0.09837832,0.19297957,33.0,71.221 43.327 240 8.298 3.130 320 3.322 1.410 8.465 2.709 Var0nes 86.022 42.419 240 7.705 3.130 310 2.960 1.351 5.296 2.611,10,71221.0,43327.0,240.0,8298.0,3130.0,320.0,3322.0,1410.0,8465.0,2709.0,71221.0,0.0,0.0,1,34.0,11.514 452 80 2 .271 995 90 1.277 642 4.394 1.313 Var0nes 9.150 . 452 80 1.888 995 80 1.095 623 2.662 1.273,10,11514.0,452.0,80.0,2271.0,995.0,90.0,1277.0,642.0,4394.0,1313.0,11514.0,0.0,0.0,1,0.6083458530489603,0.0033697926173460076,0.1165105797447382,0.04394771205122085,0.00449305682312801,0.04664354614509766,0.019797531626907793,0.11885539377430814,0.03803653416829306,0.16045829179595905,0.18474888024599487,0.16315412588983585,0.3916541469510397,0.039256557234670836,0.006948063227375369,0.1972381448671183,0.08641653639048115,0.007816571130797291,0.11090845926697933,0.055758207399687336,0.3816223727635921,0.11403508771929824,0.28365468125759946,0.34722945978808406,0.3081466041340976,0.9607434427653292,59707.0,42875.0,160.0,6027.0,2135.0,230.0,2045.0,768.0,4071.0,1396.0,59707.0,0.0,0.0,1.0,0.0,1.0,0.7180900061969283,0.002679752792804864,0.10094293801396821,0.0357579513289899,0.0038521446396569915,0.03425059038303716,0.012862813405463346,0.06818296012192875,0.023380843117222435,0.1367008893429581,0.15341584738807845,0.13519352839700538,0.2819099938030717,0.28052285,0.27499694,0.2913579,0.2815992,1,1,1.0
41.0,sevilla,0.104891926,0.19384281,0.11699757,0.21361989,0.10063672,0.18209805,0.11171273,0.20146932,34.0,400.773 195.232 3 .118 52.532 19.762 2.756 23.319 4.604 72.164 17.286 Var0nes 344.255 190.151 3 .079 38.748 19.613 2 .581 21.004 3.863 40.718 14.498,10,400773.0,195232.0,3118.0,52532.0,19762.0,2756.0,23319.0,14604.0,72164.0,17286.0,400773.0,0.0,0.0,1,34.0,141.886 .7 .042 56 30 .215 12.633 2.040 17.521 10.154 52 .653 9.572 Var0nes 107.259 6 .634 56 22 .981 12.497 1.865 15.744 9.630 29.484 8.368,10,141886.0,7042.0,56.0,30215.0,12633.0,2040.0,17521.0,10154.0,52653.0,9572.0,141886.0,0.0,0.0,1,0.4871386046465206,0.007779965217217727,0.1310766942882879,0.049309708987381885,0.006876710756463135,0.058185057376619685,0.03643958051066314,0.18006203012678,0.04313164809006595,0.18038640327566977,0.22370269454279604,0.18926175166490758,0.5128613953534794,0.04963139421789324,0.0003946830554106818,0.21295265212917414,0.08903626855362756,0.014377739875674837,0.12348646096161707,0.07156449544000112,0.37109369493818983,0.06746261082841154,0.3019889206828017,0.38793115599847766,0.3364391130907912,0.9503686057821068,258887.0,188190.0,3062.0,22317.0,7129.0,716.0,5798.0,4450.0,19511.0,7714.0,258887.0,0.0,0.0,1.0,0.0,1.0,0.7269194667943929,0.011827554106617946,0.08620363324539278,0.02753711078578685,0.0027656854148721257,0.02239587155786115,0.017188966614777874,0.07536492755526543,0.02979678392503293,0.11374074403117963,0.13369539606082964,0.10859950480325394,0.2730805332056071,0.28273475,0.29873472,0.31318206,0.33061746,1,1,1.0
42.0,soria,0.06746373,0.16979921,0.06766801,0.17287786,0.082538955,0.180943,0.09070317,0.18115923,36.0,58.751 1.392 164 2 .436 2.510 6.128 1.03 5 Var0nes 54.578 39 .196 92 4.176 1.392 164 2.257 2.438 3.839 1.024,10,58751.0,40499.0,92.0,4495.0,1392.0,164.0,2436.0,2510.0,6128.0,1035.0,58751.0,0.0,0.0,1,8.0,RÍA (EL) 9.316 3.174 116 2.725 784 32 761 424 1.194 106 Var0nes 8.590 3.114 106 2.616 784 32 741 424 667 106 1,10,6233.0,561.0,0.0,1320.0,380.0,30.0,818.0,583.0,2300.0,241.0,6233.0,0.0,0.0,1,0.6893329475242974,0.001565930792667359,0.07650933601130193,0.023693213732532213,0.0027914418477983354,0.04146312403193137,0.042722677060815985,0.10430460758114755,0.017616721417507787,0.10020254974383415,0.14571666865244848,0.11797246004323331,0.3106670524757026,0.09000481309160918,0.0,0.2117760308037863,0.060965827049574844,0.004813091609176962,0.1312369645435585,0.09353441360500561,0.36900369003690037,0.03866516926038826,0.27274185785336114,0.3710893630675437,0.34301299534734475,0.9099951869083909,52518.0,39938.0,92.0,3175.0,1012.0,134.0,1618.0,1927.0,3828.0,794.0,52518.0,0.0,0.0,1.0,0.0,1.0,0.7604630793251838,0.0017517803419779886,0.06045546288891428,0.019269583761757872,0.0025515061502722875,0.030808484710004188,0.03669218172816939,0.07288929509882326,0.015118625994896988,0.07972504665067215,0.11896873452911383,0.09126394759891847,0.23953692067481624,0.26348194,0.23726293,0.2718624,0.24054587,1,1,1.0
43.0,tarragona,0.07782999,0.15405579,0.08581885,0.16668616,0.074063696,0.14289562,0.082152255,0.1578813,36.0,145.641 82 .857 997 21 .931 7.077 524 9 .373 6.277 15.780 825 Var0nes 127.386 79 .641 957 16.113 6.998 514 7.553 6.030 8 .954 626,10,145641.0,82857.0,997.0,21931.0,7077.0,524.0,9373.0,6277.0,15780.0,825.0,145641.0,0.0,0.0,1,36.0,14.514 2 .103 10 3.091 1.374 42 1.405 2.270 4.188 31 Var0nes 11.889 2.082 10 2.571 1.374 42 1.187 2.197 2.405 21,10,14514.0,2103.0,10.0,3091.0,1374.0,42.0,1405.0,2270.0,4188.0,31.0,14514.0,0.0,0.0,1,0.568912600160669,0.006845599796760527,0.1505825969335558,0.04859208601973346,0.00359788795737464,0.06435687752761929,0.043099127306184384,0.1083486106247554,0.005664613673347477,0.19917468295328924,0.2458716982168483,0.2149394744611751,0.431087399839331,0.14489458453906573,0.000688989940746865,0.212966790684856,0.09466721785861927,0.0028937577511368336,0.09680308667493455,0.15640071654953838,0.2885489871847871,0.002135868816315282,0.3076340085434753,0.46692848284415045,0.30976987735979056,0.8551054154609343,131127.0,80754.0,987.0,18840.0,5703.0,482.0,7968.0,4007.0,11592.0,794.0,131127.0,0.0,0.0,1.0,0.0,1.0,0.6158457068338329,0.007527053924820975,0.14367750348898395,0.0434921869637832,0.003675825726204367,0.060765517399162645,0.030558161171993562,0.08840284609576975,0.006055198395448687,0.18716969045276716,0.22140367735096508,0.20444302088814661,0.3841542931661671,0.21695933,0.23188578,0.24003357,0.252505,1,1,1.0
44.0,teruel,0.06156379,0.14835411,0.0656384,0.16426265,0.079717614,0.16271423,0.08548697,0.16766042,37.0,92.524 62 .795 4.895 6.551 3.637 400 2.772 2 .538 8.736 200 Var0nes 83 .919 58 .734 4 .885 5.904 3.637 390 2.217 2 .468 5.484 200,10,92524.0,62795.0,4895.0,6551.0,3637.0,400.0,2772.0,2538.0,8736.0,200.0,92524.0,0.0,0.0,1,37.0,7 .328 916 29 1.315 824 20 783 457 2.944 40 Var0nes 5 .715 825 29 1.123 824 10 652 417 1.795 40,10,7328.0,916.0,29.0,1315.0,824.0,20.0,783.0,457.0,2944.0,40.0,7328.0,0.0,0.0,1,0.6786887726427737,0.052905192166356835,0.07080325104837663,0.0393087198997017,0.0043232026285071985,0.029959794215554884,0.027430720677878172,0.09441874540659721,0.0021616013142535992,0.11011197094807834,0.14186589425446372,0.10076304526393152,0.3213112273572263,0.125,0.003957423580786026,0.17944868995633187,0.11244541484716157,0.0027292576419213972,0.10685043668122271,0.06236353711790393,0.4017467248908297,0.0054585152838427945,0.2918941048034934,0.3569868995633188,0.2862991266375546,0.875,85196.0,61879.0,4866.0,5236.0,2813.0,380.0,1989.0,2081.0,5792.0,160.0,85196.0,0.0,0.0,1.0,0.0,1.0,0.7263134419456313,0.05711535752852247,0.061458284426498894,0.033017982064885674,0.0044603033006244425,0.023346166486689517,0.024426029391051225,0.06798441241372834,0.0018780224423681864,0.09447626649138458,0.12336259918306024,0.08480445091318842,0.2736865580543687,0.24243185,0.2099179,0.2531474,0.22990105,1,1,1.0
45.0,toledo,0.082257226,0.1788134,0.08741184,0.19136943,0.09542297,0.1769034,0.1009524,0.19406675,37.0,186 .692 130.857 466 15.966 6.638 328 7.643 3.422 20 .181 1.191 Var0nes 172 .318 128. 713 456 15.047 6.629 308 6 .679 3.296 10.119 1.07 1,10,186692.0,130857.0,466.0,15966.0,6638.0,328.0,7643.0,3422.0,20181.0,1191.0,186692.0,0.0,0.0,1,37.0,14.626 1.567 - 3.272 1.707 64 1.546 639 5.480 351 Var0nes 11.450 1.537 - 2 .785 1.707 64 1.323 598 3.095 341,10,14626.0,1567.0,0.0,3272.0,1707.0,64.0,1546.0,639.0,5480.0,351.0,14626.0,0.0,0.0,1,0.7009245173869261,0.0024960898163820626,0.08552053649861804,0.03555588884365693,0.001756904420114413,0.04093908683821482,0.018329655261071713,0.10809782958027125,0.006379491354744713,0.12107642534227497,0.1411629850234611,0.12645962333683286,0.29907548261307393,0.10713797347189935,0.0,0.2237111992342404,0.11670996854915903,0.0043757691781758515,0.1057021742103104,0.043689320388349516,0.37467523588130724,0.023998359086558185,0.3404211677833994,0.3884862573499248,0.3294133734445508,0.8928620265281006,172066.0,129290.0,466.0,12694.0,4931.0,264.0,6097.0,2783.0,14701.0,840.0,172066.0,0.0,0.0,1.0,0.0,1.0,0.7513977194797345,0.0027082631083421476,0.07377401694698546,0.028657608127114015,0.0015342949798333198,0.035434077621377846,0.016174026245742913,0.08543814582776377,0.004881847663106017,0.10243162507409947,0.12013994629967571,0.1092080945683633,0.24860228052026545,0.27232635,0.2610706,0.29501915,0.27878127,1,1,1.0
46.0,valencia,0.088277996,0.16730385,0.09840012,0.18380588,0.08549861,0.14746258,0.09294138,0.16569409,38.0,500.697 215.346 910 103 564 23 .710 3.091 45 .330 28.203 67 .242 8 .296 Var0nes 444.080 212.158 890 93 .046 23 .659 3.001 30 581 1 27.300 36.717 7 .728,10,500697.0,215346.0,910.0,103564.0,23710.0,3091.0,45330.0,28203.0,67242.0,8296.0,495692.0,-5005.0,0.009996065484714309,1,38.0,184.327 19.893 212 54 .869 11.338 1.926 28 .093 18.560 43.354 6 .082 Var0nes 151.652 19.581 202 47 .615 11.308 1.856 25 .079 18.037 22 .234 5.740,10,184327.0,19893.0,212.0,54869.0,11338.0,1926.0,28093.0,18560.0,43354.0,6082.0,184327.0,0.0,0.0,1,0.4300924511231344,0.001817466451766238,0.20683966550628424,0.04735398853997527,0.006173394288362023,0.09053379588853139,0.05632747949358594,0.13429679027435754,0.016568902949288693,0.2541936540462595,0.3166945278282075,0.29737346139481563,0.5699075488768657,0.107922333678734,0.0011501299321314837,0.29767207191567163,0.06151025080427718,0.010448821930590744,0.1524084914309895,0.10069062047339782,0.2352015711208884,0.03299570871331926,0.35918232271994877,0.47032176512393736,0.4500805633466611,0.892077666321266,316370.0,195453.0,698.0,48695.0,12372.0,1165.0,17237.0,9643.0,23888.0,2214.0,311365.0,-5005.0,0.01582008407876853,1.0,0.0,1.0,0.6177987799095995,0.0022062774599361508,0.15391788096216455,0.03910610993457028,0.003682397193159908,0.05448367417896766,0.030480134020292694,0.07550652716755697,0.006998135094983721,0.19302399089673483,0.22718652211018744,0.2084015551411322,0.3822012200904005,0.23296118,0.25558186,0.25863546,0.282206,1,1,1.0
47.0,valladolid,0.09370632,0.18488337,0.09950563,0.19715613,0.09723748,0.18924552,0.101235725,0.20411119,39.0,125.511 59.994 396 19.627 5.664 1 427 8.619 5.822 22 .916 2.046 Var0nes 107.825 56.433 396 17.685 5.635 427 7.520 5.646 12.135 1.948,10,125511.0,59994.0,396.0,19627.0,5664.0,427.0,8619.0,5822.0,22916.0,2046.0,125511.0,0.0,0.0,1,40.0,44.960 3.272 135 10.980 3.336 209 5.352 4.063 15.770 1.843 Var0nes 35.267 3.180 135 9 .872 3.336 209 4.660 3 .961 8 .173 1.74 1,10,44960.0,3272.0,135.0,10980.0,3336.0,209.0,5352.0,4063.0,15770.0,1843.0,44960.0,0.0,0.0,1,0.4779979444032794,0.0031551019432559694,0.15637673191991142,0.045127518703539926,0.0034020922468946946,0.06867127184071516,0.04638637250918246,0.18258160639306514,0.01630136004015584,0.20150425062345134,0.25129271537952846,0.22504800376062656,0.5220020555967206,0.07277580071174378,0.0030026690391459073,0.2442170818505338,0.07419928825622776,0.004648576512455516,0.1190391459074733,0.09036921708185053,0.35075622775800713,0.04099199288256228,0.31841637010676155,0.4134341637010676,0.36325622775800714,0.9272241992882562,80551.0,56722.0,261.0,8647.0,2328.0,218.0,3267.0,1759.0,7146.0,203.0,80551.0,0.0,0.0,1.0,0.0,1.0,0.7041749947238396,0.003240183237948629,0.1073481396878996,0.02890094474308202,0.0027063599458728013,0.04055815570259835,0.02183709699445072,0.08871398244590384,0.002520142518404489,0.1362490844309816,0.16079254137130514,0.14790629539049793,0.2958250052761604,0.286483,0.2785897,0.3053469,0.29666176,1,1,1.0
48.0,vizcaya,0.09413276,0.18442363,0.103419565,0.19448182,0.102616794,0.15493461,0.11529719,0.17209546,40.0,240 .776 46.060 4 .666 100.072 10.945 2.071 20 .876 16.008 36 .607 3.471 Var0nes 188.248 33.467 4 .043 87 .428 10.801 1.979 16.117 15.191 16.180 3.042,10,240776.0,46060.0,4666.0,100072.0,10945.0,2071.0,20876.0,16008.0,36607.0,3471.0,240776.0,0.0,0.0,1,40.0,98095 1.398 683 38.905 4.983 1.164 15.184 8.533 24 .748 2.497 1 Var0nes 73.268 1.230 652 32.853 4.941 1.112 12.053 7.978 10.235 2.214,10,98095.0,1398.0,683.0,38905.0,4983.0,1164.0,15184.0,8533.0,24748.0,2497.0,98095.0,0.0,0.0,1,0.19129813602684653,0.01937900787453899,0.41562281955012126,0.04545718842409543,0.008601355616838887,0.08670299365385255,0.06648503173073728,0.15203757849619565,0.014415888626773432,0.4610800079742167,0.5361663953217929,0.5023258132039738,0.8087018639731535,0.014251490901676945,0.006962638258830725,0.39660533156633876,0.05079769611091289,0.011866048218563637,0.15478872521535247,0.08698710433763189,0.2522860492379836,0.025454916152709107,0.44740302767725165,0.5462561802334471,0.5513940567816912,0.985748509098323,142681.0,44662.0,3983.0,61167.0,5962.0,907.0,5692.0,7475.0,11859.0,974.0,142681.0,0.0,0.0,1.0,0.0,1.0,0.3130199536027922,0.02791541971250552,0.42869758412122144,0.04178552154806877,0.006356837981230858,0.03989318830117535,0.05238959637232708,0.08311548138855208,0.006826416972126632,0.47048310566929025,0.5292295400228482,0.46859077242239683,0.6869800463972078,0.2575514,0.27855638,0.28739265,0.2979014,1,1,1.0
49.0,zamora,0.06375428,0.16333711,0.07112638,0.17745353,0.08780485,0.17993623,0.09479812,0.20172572,41.0,114.510 81 .248 81 8.269 4.776 343 4.222 1.842 13.166 563 Var0nes 102.326 76.089 81 7.539 4.766 334 3.771 1.792 7.559 395,10,114510.0,81248.0,81.0,8269.0,4776.0,343.0,4222.0,1842.0,13166.0,563.0,114510.0,0.0,0.0,1,41.0,13.303 1.148 21 2.189 1.771 155 2.008 931 4.777 303 Var0nes 10.583 1.108 21 1.833 1.771 155 1.771 911 2.868 145,10,13303.0,1148.0,21.0,2189.0,1771.0,155.0,2008.0,931.0,4777.0,303.0,13303.0,0.0,0.0,1,0.709527552178849,0.0007073618024626671,0.07221203388350363,0.04170814776002096,0.002995371583267837,0.036870142345646666,0.016085931359706575,0.11497685791633919,0.004916601170203476,0.11392018164352458,0.133001484586499,0.1090821762291503,0.290472447821151,0.08629632413741262,0.0015785912951965721,0.1645493497707284,0.13312786589491094,0.011651507178831842,0.1509433962264151,0.06998421408704804,0.3590919341501917,0.022776817259264826,0.2976772156656393,0.3793129369315192,0.3154927459971435,0.9137036758625874,101207.0,80100.0,60.0,6080.0,3005.0,188.0,2214.0,911.0,8389.0,260.0,101207.0,0.0,0.0,1.0,0.0,1.0,0.7914472319108362,0.0005928443684725365,0.06007489600521703,0.029691622120999534,0.0018575790212139477,0.021875957196636597,0.009001353661308012,0.08288952345193515,0.0025689922633809915,0.08976651812621657,0.10062545080873853,0.08195085320185362,0.2085527680891638,0.26774108,0.2270914,0.29652384,0.24857992,1,1,1.0
50.0,zaragoza,0.07705376,0.15666892,0.086247295,0.17259961,0.082178876,0.14798379,0.08828013,0.15831499,41.0,246.490 116.185 1.673 43 .146 10.243 1.633 17.028 11.355 37.753 7 .474 Var0nes 215.856 113.811 1.653 34 .908 10.163 1.583 14.202 10.924 21.789 6.823,10,246490.0,116185.0,1673.0,43146.0,10243.0,1633.0,17028.0,11355.0,37753.0,7474.0,246490.0,0.0,0.0,1,41.0,108.915 15.162 272 30.616 7.786 1.038 12.798 8.199 27.242 5.802 Var0nes 86.655 14.698 252 24.322 7.717 989 10.481 7.858 15.051 5.287,10,108915.0,15162.0,272.0,30616.0,7786.0,1038.0,12798.0,8199.0,27242.0,5802.0,108915.0,0.0,0.0,1,0.47135786441640637,0.0067872936021745305,0.1750415838370725,0.04155543835449714,0.006625015213598929,0.06908191001663354,0.04606677755689886,0.15316240009736704,0.03032171690535113,0.21659702219156965,0.2692888149620674,0.24412349385370602,0.5286421355835936,0.13920947527888722,0.0024973603268603956,0.28109994032043334,0.07148693935637883,0.009530367717945187,0.11750447596749759,0.07527888720561907,0.25012165450121654,0.053270899325161825,0.3525868796768122,0.43739613460037646,0.398604416287931,0.8607905247211127,137575.0,101023.0,1401.0,12530.0,2457.0,595.0,4230.0,3156.0,10511.0,1672.0,137575.0,0.0,0.0,1.0,0.0,1.0,0.7343121933490823,0.010183536252952935,0.09107759403961475,0.01785934944575686,0.004324913683445394,0.030746865346174813,0.02294021442849355,0.07640196256587316,0.012153370888606215,0.10893694348537161,0.13620207159731057,0.12182445938578956,0.26568780665091773,0.23016267,0.23372269,0.24659511,0.2588469,1,1,1.0
